-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
1744634050.650965744 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00396711]
1744634050.655324227 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00503238]
1744634050.661097011 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.00183658]
1744634050.665345291 Received IMU Angular Velocity - [0.0134954, -0.00465428, 0.00183658]
1744634050.671138843 Received IMU Angular Velocity - [0.00923436, -0.0110459, 0.000771319]
1744634050.675338677 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00290185]
-------------------------
[2025-04-14_20-34-10.680] No B-spline trajectory received.
-------------------------
1744634050.681171779 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00503238]
1744634050.685328735 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00396711]
1744634050.691426016 Received IMU Angular Velocity - [0.0134954, 0.00386783, 0.00183658]
1744634050.695283339 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.00183658]
1744634050.701238163 Received IMU Angular Velocity - [0.00816909, -0.00678481, 0.00290185]
1744634050.705436269 Received IMU Angular Velocity - [0.0102996, -0.00891534, 0.00183658]
1744634050.711318489 Received IMU Angular Velocity - [0.00603857, -0.00678481, -0.000293946]
1744634050.715322172 Received IMU Angular Velocity - [0.000712243, -0.00145849, 0.00183658]
1744634050.721120939 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
Received Odometry - Position: x=0.13455, y=0.0707237, Linear Velocity: 0.0032786
Current yaw: 0.00214237 (roll: -0.0124445, pitch: -0.00497689)
1744634050.725351140 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00290185]
1744634050.731163795 Received IMU Angular Velocity - [0.00603857, -0.00145849, 0.000771319]
1744634050.735501863 Received IMU Angular Velocity - [0.0124302, -0.0099806, 0.00183658]
1744634050.741204187 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00503238]
1744634050.745431476 Received IMU Angular Velocity - [0.00284277, -0.00678481, 0.00290185]
1744634050.751131688 Received IMU Angular Velocity - [-0.00248355, 0.000672041, 0.00183658]
1744634050.755320195 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00290185]
1744634050.761130513 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00183658]
1744634050.765485732 Received IMU Angular Velocity - [0.00603857, -0.00252375, 0.00290185]
1744634050.771094844 Received IMU Angular Velocity - [0.00923436, -0.00785008, 0.00290185]
1744634050.775477870 Received IMU Angular Velocity - [0.00390804, -0.0099806, 0.00183658]
-------------------------
[2025-04-14_20-34-10.780] No B-spline trajectory received.
-------------------------
1744634050.780976395 Received IMU Angular Velocity - [0.000712243, -0.00358902, 0.000771319]
1744634050.785367069 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00503238]
1744634050.791257992 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00503238]
1744634050.795262827 Received IMU Angular Velocity - [0.00284277, 0.0017373, 0.000771319]
1744634050.801131511 Received IMU Angular Velocity - [0.0113649, -0.00571955, 0.00396711]
1744634050.805443756 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00290185]
Received Odometry - Position: x=0.134735, y=0.0715756, Linear Velocity: 0.00254383
Current yaw: 0.0023858 (roll: -0.0124835, pitch: -0.00525445)
1744634050.811188190 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00396711]
1744634050.815257023 Received IMU Angular Velocity - [-0.000353022, -0.000393224, 0.00396711]
1744634050.821151177 Received IMU Angular Velocity - [0.00177751, 0.00599836, 0.00290185]
1744634050.825242953 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.000771319]
1744634050.831261934 Received IMU Angular Velocity - [0.0124302, -0.00252375, 0.00183658]
1744634050.835269937 Received IMU Angular Velocity - [0.0134954, -0.00891534, 0.00290185]
1744634050.841137437 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00290185]
1744634050.845588780 Received IMU Angular Velocity - [0.00390804, -0.00678481, -0.000293946]
1744634050.851130695 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.00396711]
1744634050.855450780 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00503238]
1744634050.861056084 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00290185]
1744634050.865265262 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.00183658]
1744634050.871118907 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.00183658]
1744634050.875402897 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00396711]
-------------------------
[2025-04-14_20-34-10.880] No B-spline trajectory received.
-------------------------
1744634050.881130532 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.00290185]
1744634050.885430169 Received IMU Angular Velocity - [-0.00461408, 0.0017373, 0.00183658]
1744634050.891220265 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.000771319]
1744634050.895216461 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.00290185]
1744634050.901247121 Received IMU Angular Velocity - [0.00710383, -0.00358902, 0.00396711]
Received Odometry - Position: x=0.135981, y=0.0708502, Linear Velocity: 0.00464266
Current yaw: 0.00194076 (roll: -0.0124296, pitch: -0.00450044)
1744634050.905330001 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.000771319]
1744634050.911120737 Received IMU Angular Velocity - [0.00710383, -0.00891534, -0.000293946]
1744634050.915451669 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00503238]
1744634050.921197095 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00503238]
1744634050.925420704 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00290185]
1744634050.931145043 Received IMU Angular Velocity - [0.00710383, 0.000672041, 0.00183658]
1744634050.935198740 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00183658]
1744634050.941103934 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00609764]
1744634050.946360295 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00609764]
1744634050.951205507 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00183658]
1744634050.955392926 Received IMU Angular Velocity - [-0.00354881, 0.0049331, -0.000293946]
1744634050.961244139 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00290185]
1744634050.965332298 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00290185]
1744634050.971117818 Received IMU Angular Velocity - [0.00390804, -0.0110459, 0.000771319]
1744634050.975395761 Received IMU Angular Velocity - [0.00390804, -0.0110459, 0.000771319]
-------------------------
[2025-04-14_20-34-10.980] No B-spline trajectory received.
-------------------------
1744634050.981121891 Received IMU Angular Velocity - [0.00284277, 0.000672041, 0.00396711]
1744634050.985326654 Received IMU Angular Velocity - [0.00284277, 0.000672041, 0.00396711]
1744634050.991113613 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.000771319]
1744634050.995353958 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.000771319]
Received Odometry - Position: x=0.133639, y=0.07131, Linear Velocity: -0.00253661
Current yaw: 0.00204768 (roll: -0.012413, pitch: -0.0049277)
1744634051.001136758 Received IMU Angular Velocity - [0.0134954, -0.00891534, 0.00396711]
1744634051.005159097 Received IMU Angular Velocity - [0.0134954, -0.00891534, 0.00396711]
1744634051.011313815 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00503238]
1744634051.015648971 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00503238]
1744634051.021209253 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00183658]
1744634051.025329732 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00183658]
1744634051.031125747 Received IMU Angular Velocity - [0.0145607, -0.00678481, 0.00503238]
1744634051.035385739 Received IMU Angular Velocity - [0.0145607, -0.00678481, 0.00503238]
1744634051.041156283 Received IMU Angular Velocity - [0.000712243, -0.0110459, 0.00183658]
1744634051.045555116 Received IMU Angular Velocity - [0.000712243, -0.0110459, 0.00183658]
1744634051.051130502 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00290185]
1744634051.055572181 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00503238]
1744634051.061136687 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00290185]
1744634051.065177105 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00290185]
1744634051.071118649 Received IMU Angular Velocity - [0.00603857, -0.0121111, 0.00183658]
1744634051.075463213 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00290185]
-------------------------
[2025-04-14_20-34-11.080] No B-spline trajectory received.
-------------------------
1744634051.081071653 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00290185]
1744634051.085331645 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00183658]
1744634051.091116621 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00183658]
1744634051.095300104 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00503238]
1744634051.101112662 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00396711]
1744634051.105232597 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00290185]
Received Odometry - Position: x=0.133586, y=0.0684289, Linear Velocity: -0.00189732
Current yaw: 0.0017763 (roll: -0.0126287, pitch: -0.0046473)
1744634051.111124799 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00290185]
1744634051.116219536 Received IMU Angular Velocity - [0.0049733, 0.0017373, 0.00290185]
1744634051.121158279 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00396711]
1744634051.125460285 Received IMU Angular Velocity - [0.00710383, 0.000672041, 0.000771319]
1744634051.131195407 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00183658]
1744634051.135321357 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00183658]
1744634051.141103005 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00290185]
1744634051.145395859 Received IMU Angular Velocity - [0.0049733, -0.00358902, 0.00396711]
1744634051.152602688 Received IMU Angular Velocity - [-0.00141829, 0.0049331, 0.00183658]
1744634051.155392029 Received IMU Angular Velocity - [0.00710383, 0.00706363, 0.00290185]
1744634051.161107632 Received IMU Angular Velocity - [0.0177565, 0.0017373, 0.00290185]
1744634051.165352744 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.00503238]
1744634051.171220660 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00183658]
1744634051.175268726 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00290185]
-------------------------
[2025-04-14_20-34-11.180] No B-spline trajectory received.
-------------------------
1744634051.181104899 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00290185]
1744634051.185276223 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00396711]
1744634051.191111788 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
1744634051.195518653 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.00290185]
1744634051.201058008 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00183658]
1744634051.205328143 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00183658]
Received Odometry - Position: x=0.132771, y=0.0671419, Linear Velocity: -0.00331826
Current yaw: 0.00230454 (roll: -0.012395, pitch: -0.00479168)
1744634051.211080769 Received IMU Angular Velocity - [0.000712243, -0.00571955, 0.00183658]
1744634051.215369079 Received IMU Angular Velocity - [-0.00141829, 0.0017373, 0.00396711]
1744634051.221931842 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00183658]
1744634051.225302116 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00396711]
1744634051.231104051 Received IMU Angular Velocity - [0.00923436, -0.00465428, 0.00183658]
1744634051.235562497 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.000771319]
1744634051.241078366 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00290185]
1744634051.245474063 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00183658]
1744634051.251166275 Received IMU Angular Velocity - [-0.000353022, 0.00386783, -0.000293946]
1744634051.255208133 Received IMU Angular Velocity - [0.00390804, 0.00599836, 0.00609764]
1744634051.260908889 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00396711]
1744634051.265321673 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00290185]
1744634051.271049755 Received IMU Angular Velocity - [0.0102996, -0.00891534, 0.00290185]
1744634051.276876969 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00396711]
-------------------------
[2025-04-14_20-34-11.280] No B-spline trajectory received.
-------------------------
1744634051.281953658 Received IMU Angular Velocity - [0.00177751, -0.00252375, 0.000771319]
1744634051.285487188 Received IMU Angular Velocity - [0.00284277, 0.00280257, 0.000771319]
1744634051.291113996 Received IMU Angular Velocity - [0.00177751, 0.00386783, 0.00290185]
1744634051.295342533 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00503238]
1744634051.301096726 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00290185]
1744634051.305372653 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00183658]
1744634051.311171996 Received IMU Angular Velocity - [0.00177751, -0.00571955, 0.000771319]
Received Odometry - Position: x=0.132065, y=0.0680271, Linear Velocity: -0.00440534
Current yaw: 0.00196906 (roll: -0.0124558, pitch: -0.00427894)
1744634051.315290778 Received IMU Angular Velocity - [0.00284277, -0.000393224, 0.00183658]
1744634051.321189669 Received IMU Angular Velocity - [0.00816909, 0.00386783, -0.000293946]
1744634051.325330754 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00290185]
1744634051.331076275 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.000771319]
1744634051.335326380 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00290185]
1744634051.341258932 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00396711]
1744634051.345487693 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00396711]
1744634051.351138596 Received IMU Angular Velocity - [-0.00248355, 0.00386783, 0.00290185]
1744634051.355278721 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00396711]
1744634051.361097007 Received IMU Angular Velocity - [0.0124302, 0.0017373, 0.00183658]
1744634051.365211534 Received IMU Angular Velocity - [0.0102996, -0.00465428, 0.00183658]
1744634051.371056731 Received IMU Angular Velocity - [0.0102996, -0.00891534, 0.00290185]
1744634051.375418541 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00290185]
-------------------------
[2025-04-14_20-34-11.380] No B-spline trajectory received.
-------------------------
1744634051.380877964 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00396711]
1744634051.385304572 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.00290185]
1744634051.391159977 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00290185]
1744634051.395258024 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.00396711]
1744634051.401169266 Received IMU Angular Velocity - [0.00603857, -0.00571955, 0.000771319]
1744634051.405311663 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.000771319]
Received Odometry - Position: x=0.132685, y=0.0678941, Linear Velocity: -0.0021119
Current yaw: 0.00216733 (roll: -0.0124277, pitch: -0.00532379)
1744634051.411644933 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00396711]
1744634051.415442386 Received IMU Angular Velocity - [-0.00354881, -0.00145849, 0.00290185]
1744634051.421095272 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00183658]
1744634051.425155625 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.000771319]
1744634051.431240203 Received IMU Angular Velocity - [0.00816909, -0.00358902, 0.00290185]
1744634051.435196849 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.000771319]
1744634051.441134938 Received IMU Angular Velocity - [0.00923436, -0.0110459, 0.00183658]
1744634051.445502252 Received IMU Angular Velocity - [0.00177751, -0.00571955, 0.00396711]
1744634051.451120740 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00183658]
1744634051.456119417 Received IMU Angular Velocity - [0.00816909, 0.00386783, 0.00290185]
1744634051.461075855 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00290185]
1744634051.465321480 Received IMU Angular Velocity - [0.00177751, -0.00145849, -0.000293946]
1744634051.471349036 Received IMU Angular Velocity - [0.0113649, -0.00891534, 0.00290185]
1744634051.475328785 Received IMU Angular Velocity - [0.00923436, -0.0110459, 0.00396711]
-------------------------
[2025-04-14_20-34-11.480] No B-spline trajectory received.
-------------------------
1744634051.481086818 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00503238]
1744634051.485330490 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00183658]
1744634051.491385342 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00183658]
1744634051.495287558 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00290185]
1744634051.500958203 Received IMU Angular Velocity - [0.0113649, -0.00358902, 0.00183658]
1744634051.505308111 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
Received Odometry - Position: x=0.131147, y=0.0651858, Linear Velocity: -0.00607992
Current yaw: 0.00153606 (roll: -0.0125966, pitch: -0.00507065)
1744634051.511065920 Received IMU Angular Velocity - [0.000712243, -0.00678481, 0.00290185]
1744634051.515326007 Received IMU Angular Velocity - [-0.00141829, -0.00145849, 0.00183658]
1744634051.521087912 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00290185]
1744634051.525263364 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00290185]
1744634051.531083282 Received IMU Angular Velocity - [0.00816909, -0.00252375, 0.00183658]
1744634051.535312171 Received IMU Angular Velocity - [0.0102996, -0.00891534, 0.000771319]
1744634051.541033246 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00290185]
1744634051.545422031 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00290185]
1744634051.551124899 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00183658]
1744634051.555318910 Received IMU Angular Velocity - [-0.00141829, 0.0049331, 0.00396711]
1744634051.561797741 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.000771319]
1744634051.565350726 Received IMU Angular Velocity - [0.0124302, -0.00145849, 0.00183658]
1744634051.571148277 Received IMU Angular Velocity - [0.0113649, -0.00785008, 0.00716291]
1744634051.575314225 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00290185]
-------------------------
[2025-04-14_20-34-11.580] No B-spline trajectory received.
-------------------------
1744634051.581073122 Received IMU Angular Velocity - [0.00390804, -0.00571955, -0.000293946]
1744634051.585190272 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00290185]
1744634051.591086315 Received IMU Angular Velocity - [0.000712243, 0.0049331, 0.00183658]
1744634051.595146956 Received IMU Angular Velocity - [0.00390804, 0.00280257, 0.00183658]
Received Odometry - Position: x=0.1312, y=0.0661881, Linear Velocity: -0.00471808
Current yaw: 0.00206974 (roll: -0.0125231, pitch: -0.00470281)
1744634051.601436100 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.000771319]
1744634051.606027500 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.000771319]
1744634051.611041376 Received IMU Angular Velocity - [0.00923436, -0.00785008, 0.00396711]
1744634051.615480591 Received IMU Angular Velocity - [0.00390804, -0.00358902, 0.00396711]
1744634051.620961741 Received IMU Angular Velocity - [0.00177751, 0.0017373, 0.00396711]
1744634051.625283394 Received IMU Angular Velocity - [0.00390804, 0.00386783, -0.000293946]
1744634051.631029108 Received IMU Angular Velocity - [0.00710383, -0.00145849, 0.00290185]
1744634051.635491842 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00183658]
1744634051.641079515 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00503238]
1744634051.645499115 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00290185]
1744634051.651104579 Received IMU Angular Velocity - [-0.000353022, -0.000393224, 0.00396711]
1744634051.655301534 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00396711]
1744634051.661074638 Received IMU Angular Velocity - [0.00923436, 0.0049331, 0.00290185]
1744634051.665544124 Received IMU Angular Velocity - [0.00816909, 0.000672041, 0.000771319]
1744634051.671143285 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00290185]
1744634051.675263955 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00290185]
-------------------------
[2025-04-14_20-34-11.680] No B-spline trajectory received.
-------------------------
1744634051.681139486 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00396711]
1744634051.687312220 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00503238]
1744634051.691037933 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00183658]
1744634051.695268646 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.000771319]
1744634051.701075604 Received IMU Angular Velocity - [0.00923436, -0.00252375, 0.000771319]
1744634051.707031612 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00183658]
1744634051.711087005 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00183658]
1744634051.715376532 Received IMU Angular Velocity - [-0.00248355, -0.00465428, 0.00290185]
1744634051.721176899 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00290185]
1744634051.725399900 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
Received Odometry - Position: x=0.13434, y=0.0690718, Linear Velocity: 0.00406517
Current yaw: 0.0024722 (roll: -0.0125647, pitch: -0.00477895)
1744634051.731130318 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00396711]
1744634051.735248429 Received IMU Angular Velocity - [0.0124302, -0.00571955, 0.00183658]
1744634051.741072603 Received IMU Angular Velocity - [0.0134954, -0.0099806, 0.00290185]
1744634051.745341522 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00396711]
1744634051.750933259 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00290185]
1744634051.755264383 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.000771319]
1744634051.761112428 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.000771319]
1744634051.765480734 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00290185]
1744634051.771105942 Received IMU Angular Velocity - [0.0134954, -0.00785008, 0.00396711]
1744634051.775275890 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00290185]
-------------------------
[2025-04-14_20-34-11.780] No B-spline trajectory received.
-------------------------
1744634051.781062849 Received IMU Angular Velocity - [0.00177751, -0.00785008, 0.00396711]
1744634051.785360247 Received IMU Angular Velocity - [0.00284277, -0.000393224, 0.00183658]
1744634051.791168806 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00183658]
1744634051.795178313 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00290185]
1744634051.801070868 Received IMU Angular Velocity - [0.00816909, -0.000393224, 0.00396711]
1744634051.805235760 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00503238]
1744634051.811646147 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00503238]
1744634051.815448752 Received IMU Angular Velocity - [0.00177751, -0.00571955, 0.00609764]
1744634051.821060328 Received IMU Angular Velocity - [0.00816909, 0.000672041, 0.00396711]
Received Odometry - Position: x=0.135645, y=0.0717726, Linear Velocity: 0.00610993
Current yaw: 0.00183783 (roll: -0.0121795, pitch: -0.00495164)
1744634051.825211812 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00183658]
1744634051.831070897 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00183658]
1744634051.835236077 Received IMU Angular Velocity - [0.0124302, -0.00571955, 0.00290185]
1744634051.841997903 Received IMU Angular Velocity - [-0.000353022, -0.00891534, 0.000771319]
1744634051.845511049 Received IMU Angular Velocity - [-0.000353022, -0.00891534, 0.000771319]
1744634051.851131073 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
1744634051.855178818 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
1744634051.861149898 Received IMU Angular Velocity - [0.00923436, 0.0017373, 0.00396711]
1744634051.865309414 Received IMU Angular Velocity - [0.00923436, 0.0017373, 0.00396711]
1744634051.871041464 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.000771319]
1744634051.875311855 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.000771319]
-------------------------
[2025-04-14_20-34-11.880] No B-spline trajectory received.
-------------------------
1744634051.881055329 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00396711]
1744634051.885284506 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00396711]
1744634051.891093801 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00183658]
1744634051.895282852 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00183658]
1744634051.901073299 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00183658]
Received Odometry - Position: x=0.137351, y=0.0714058, Linear Velocity: 0.00771666
Current yaw: 0.00219386 (roll: -0.012184, pitch: -0.00563867)
1744634051.905245071 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00183658]
1744634051.911023551 Received IMU Angular Velocity - [0.00177751, -0.00571955, 0.000771319]
1744634051.915349300 Received IMU Angular Velocity - [0.00177751, -0.00571955, 0.000771319]
1744634051.921137507 Received IMU Angular Velocity - [-0.00461408, 0.0049331, -0.00135921]
1744634051.925276705 Received IMU Angular Velocity - [-0.00461408, 0.0049331, -0.00135921]
1744634051.931038770 Received IMU Angular Velocity - [0.0113649, -0.00571955, 0.00396711]
1744634051.935282122 Received IMU Angular Velocity - [0.0113649, -0.00571955, 0.00396711]
1744634051.941117847 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.000771319]
1744634051.945363344 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.000771319]
1744634051.951053924 Received IMU Angular Velocity - [0.00177751, 0.00386783, 0.00183658]
1744634051.955400375 Received IMU Angular Velocity - [0.00177751, 0.00386783, 0.00183658]
1744634051.961127978 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
1744634051.965323109 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
1744634051.971066678 Received IMU Angular Velocity - [0.0134954, -0.0099806, 0.00396711]
1744634051.975445352 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00396711]
-------------------------
[2025-04-14_20-34-11.980] No B-spline trajectory received.
-------------------------
1744634051.980903752 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00290185]
1744634051.985267578 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.000771319]
1744634051.991027627 Received IMU Angular Velocity - [0.00923436, 0.0049331, 0.00290185]
1744634051.995308002 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00503238]
1744634052.001062867 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.000771319]
1744634052.005286477 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00290185]
1744634052.011130746 Received IMU Angular Velocity - [0.00177751, -0.00465428, 0.00396711]
1744634052.015391697 Received IMU Angular Velocity - [0.00284277, -0.000393224, 0.00290185]
Received Odometry - Position: x=0.136717, y=0.0715291, Linear Velocity: 0.00371985
Current yaw: 0.00239557 (roll: -0.012177, pitch: -0.00523879)
1744634052.021078342 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00396711]
1744634052.025211747 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00396711]
1744634052.031197162 Received IMU Angular Velocity - [0.00603857, -0.00358902, 0.00290185]
1744634052.035216012 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00290185]
1744634052.041046042 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00290185]
